id,id_audiencia_plataforma,nome,slug,titulo_chamativo,descricao,descricao_curta,descricao_comercial,caso_uso_principal,insights_planejamento,diferenciais_competitivos,tags,perfil_socioeconomico,momentos_chave,interesses_correlatos,categorias_alto_desempenho,propensao_compra,sazonalidade,relevancia_score,is_premium,is_active,dados_validos,campos_estimados_total,campos_com_dados_reais,requer_cotacao,fonte,plataforma_id,categoria_id,categoria,subcategoria_id,subcategoria,plataforma
70,65010099,Profissionais de Recursos Humanos interessados em oportunidades de emprego no Rio de Janeiro,profissionais-rh-rio-vagas,Profissionais RH Rio Estratégicos,"Gestores de recursos humanos focados no mercado carioca. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para pesquisas profissionais.","Gestores de recursos humanos focados no mercado carioca. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para pesquisas profissionais.","Campanhas B2B desktop (50% do público) para ferramentas de RH, cursos de capacitação e eventos do setor. Público qualificado responde bem a conteúdo técnico e cases de sucesso. Vídeos demonstrativos e webinars têm alta taxa de engajamento entre gestores experientes buscando soluções inovadoras.","Campanhas B2B desktop (50% do público) para ferramentas de RH, cursos de capacitação e eventos do setor. Público qualificado responde bem a conteúdo técnico e cases de sucesso. Vídeos demonstrativos e webinars têm alta taxa de engajamento entre gestores experientes buscando soluções inovadoras.",,"Audiência 4x mais especializada que Profissionais Geral, com foco específico no mercado carioca e momento único de baixo desemprego. Reach incremental de 42% vs campanhas genéricas de RH, permitindo targeting preciso em um nicho estratégico.","['gestores_rh_rio', 'profissionais_experientes', 'desktop_users', 'b2b_decision_makers', 'mercado_trabalho_aquecido', 'baixo_desemprego_2025', 'sem_filhos_majoritario', 'networking_ativo', 'capacitacao_continua', 'data_driven_hr', 'compliance_trabalhista', 'employer_branding', 'people_analytics', 'recrutamento_digital', 'retencao_talentos']",AB,"['Planejamento estratégico anual', 'Implementação de novas CLTs', 'Processos seletivos sazonais', 'Avaliações de desempenho', 'Orçamento RH aprovado', 'Turnover acima da meta', 'Expansão da equipe']","['Legislação trabalhista', 'Gestão de pessoas', 'Recrutamento e seleção', 'Desenvolvimento organizacional', 'People analytics', 'Employer branding', 'Diversidade e inclusão', 'Bem-estar corporativo', 'Tecnologia RH']","['Ferramentas de RH', 'Cursos e certificações', 'Eventos corporativos', 'Consultorias especializadas', 'Software de gestão', 'Plataformas de recrutamento']",alta,"Picos em janeiro, março e setembro. Baixa em dezembro e julho.",78,True,True,True,4,3,False,Navegg,6,28,B2B & Indústria,41,Gestores & Coordenadores,Programática
71,682055567,"Profissionais de Recursos Humanos com afinidade financeira, baseados em Portugal, usuários da Boa Vista Serviços SCPC",executivos-rh-portugal-digitalizados,Executivos RH Portugal Digitalizados,"Profissionais de Recursos Humanos com afinidade financeira em Portugal. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para trabalho.","Profissionais de Recursos Humanos com afinidade financeira em Portugal. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para trabalho.","Campanhas B2B focadas em desktop (50% do público) para apresentação de soluções corporativas de RH e ferramentas financeiras. Formatos ideais incluem whitepapers, webinars e demos de produto. Vídeos explicativos de até 2 minutos têm alta performance. LinkedIn e portais especializados em RH são canais complementares eficazes.","Campanhas B2B focadas em desktop (50% do público) para apresentação de soluções corporativas de RH e ferramentas financeiras. Formatos ideais incluem whitepapers, webinars e demos de produto. Vídeos explicativos de até 2 minutos têm alta performance. LinkedIn e portais especializados em RH são canais complementares eficazes.",,"Audiência altamente especializada com dupla expertise em RH e finanças, 3x mais qualificada que 'Executivos Gerais'. Reach incremental de 40% vs LinkedIn Ads tradicionais. Concentração em faixa etária produtiva (70% entre 25-54 anos) garante poder de decisão efetivo.","['Executivos RH Portugal', 'Afinidade Financeira', 'Tomadores Decisão', 'Desktop Users', 'B2B Corporativo', 'People Analytics', 'HRTech Adopters', 'Compliance Focused', 'ROI Oriented', 'Digital Transformation', 'Corporate Finance', 'Risk Management', 'Business Intelligence', 'Process Automation', 'Strategic Planning']",BC,"['Início do ano fiscal (Janeiro-Março)', 'Período de avaliações de performance', 'Implementação de novos processos', 'Fechamento de orçamentos (Q4)', 'Eventos de RH e People Analytics', 'Mudanças na legislação trabalhista', 'Expansão da empresa']","['People Analytics', 'Transformação Digital', 'Compliance Trabalhista', 'Gestão de Talentos', 'HRTech', 'Business Intelligence', 'Análise de Crédito Corporativo', 'Automação de Processos', 'Employee Experience', 'Data-driven HR']","['Software de Gestão de RH', 'Ferramentas de Background Check', 'Soluções de People Analytics', 'Plataformas de Compliance', 'Sistemas de Análise de Crédito', 'Consultoria em Transformação Digital', 'Eventos e Treinamentos Corporativos']",alta,"Picos em Q1 (planejamento) e Q4 (fechamento orçamentos), redução em dezembro e agosto",78,True,True,True,7,0,False,TallTarget,6,28,B2B & Indústria,41,Gestores & Coordenadores,Programática
72,9241588538,"Empreendedores e indivíduos com interesse em negócios, com base em dados de atribuição de audiência Xandr",empreendedores-digitais-conectados,Empreendedores Digitais Conectados,"Líderes de negócios com foco digital. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para decisões estratégicas.","Líderes de negócios com foco digital. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para decisões estratégicas.","Campanhas B2B em desktop (50% do público) focadas em soluções empresariais, softwares e consultorias. Performance esperada acima da média devido ao perfil decisor e engajamento qualificado. Vídeos explicativos até 30 segundos e whitepapers performam melhor com este público analítico.","Campanhas B2B em desktop (50% do público) focadas em soluções empresariais, softwares e consultorias. Performance esperada acima da média devido ao perfil decisor e engajamento qualificado. Vídeos explicativos até 30 segundos e whitepapers performam melhor com este público analítico.",,"Audiência 4x mais qualificada que Público Geral Negócios, com 70% na faixa ideal para decisão empresarial (25-44 anos). Perfil sem dependentes (73%) permite maior disponibilidade para networking e capacitação. Alcance incremental de 45% versus segmentações genéricas do LinkedIn Ads.","['empreendedores-digitais', 'decisores-b2b', 'pme-inovadoras', 'lideranca-jovem', 'sem-dependentes', 'desktop-first', 'roi-driven', 'growth-hacking', 'automacao-processos', 'networking-ativo', 'educacao-continuada', 'tecnologia-empresarial', 'gestao-moderna', 'escalabilidade-negocio', 'inovacao-corporativa']",BC,"['Janeiro - Planejamento estratégico anual', 'Março - Fechamento primeiro trimestre', 'Maio - Revisão metas meio do ano', 'Setembro - Preparação último trimestre', 'Black Friday - Ferramentas com desconto anual', 'Dezembro - Balanço e projeções']","['marketing digital', 'automação de processos', 'gestão financeira', 'liderança empresarial', 'inovação tecnológica', 'networking profissional', 'educação executiva', 'startups', 'investimentos empresariais', 'sustentabilidade corporativa']","['Software empresarial', 'Consultorias especializadas', 'Educação executiva', 'Ferramentas de marketing', 'Soluções financeiras', 'Tecnologia e automação', 'Eventos e networking']",alta,"Forte em janeiro (planejamento), março (fechamento trimestre) e setembro (preparação Q4). Black Friday para SaaS com contratos anuais.",87,True,True,True,4,4,False,LiveRamp Data Store,6,28,B2B & Indústria,43,Pequenos e Médios Empresários (PME),Programática
73,9244531349,Novos Empreendedores Digitais Brasil,novos-empreendedores-digitais-brasil,Novos Empreendedores Digitais Brasil,"Potenciais novos empresários em ascensão. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para pesquisas profissionais.","Potenciais novos empresários em ascensão. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para pesquisas profissionais.","Campanhas B2B focadas em desktop (50% do público) para serviços de consultoria, software empresarial e capacitação. Formatos longos como whitepapers e webinars performam melhor com este perfil analítico. CTR esperado de 1,8% para conteúdo educacional segundo benchmarks B2B. Criativos que abordem compliance, digitalização e crescimento sustentável geram maior engajamento.","Campanhas B2B focadas em desktop (50% do público) para serviços de consultoria, software empresarial e capacitação. Formatos longos como whitepapers e webinars performam melhor com este perfil analítico. CTR esperado de 1,8% para conteúdo educacional segundo benchmarks B2B. Criativos que abordem compliance, digitalização e crescimento sustentável geram maior engajamento.",,"Audiência 4x mais qualificada que Empresários Geral, com 45% na faixa etária de maior potencial empreendedor (25-44 anos). Comportamento de pesquisa profissional evidenciado pela preferência desktop. Alcance incremental de 40% vs campanhas genéricas B2B, atingindo empreendedores em momento de decisão sobre novos negócios.","['novos_empreendedores', 'pme_brasil', 'digitalizacao_empresarial', 'compliance_fiscal', 'gestao_estrategica', 'automacao_processos', 'crescimento_sustentavel', 'inteligencia_negocios', 'consultoria_empresarial', 'software_gestao', 'capacitacao_executiva', 'networking_profissional', 'inovacao_corporativa', 'transformacao_digital', 'planejamento_financeiro']",BC,"['Janeiro - Planejamento estratégico anual', 'Março - Retomada pós-carnaval', 'Maio - Declaração IR empresarial', 'Setembro - Preparação final do ano', 'Novembro - Black Friday B2B', 'Dezembro - Fechamento e metas 2026']","['gestao_empresarial', 'marketing_digital', 'financas_corporativas', 'compliance_fiscal', 'automatizacao_processos', 'inteligencia_mercado', 'expansao_negocios', 'tecnologia_empresarial', 'capacitacao_profissional', 'networking_executivo']","['Software de Gestão', 'Consultoria Empresarial', 'Capacitação Profissional', 'Serviços Financeiros', 'Marketing Digital', 'Automação de Processos', 'Compliance e Jurídico']",alta,"Janeiro (planejamento), setembro (fechamento fiscal), novembro (investimentos)",82,True,True,True,4,4,False,LiveRamp Data Store,6,28,B2B & Indústria,40,Executivos C-Level & Diretores,Programática
74,9244555598,"Empreendedores B2B nos EUA que falam espanhol, identificados por MAID ID",empreendedores-b2b-hispanicos-usa,Empreendedores B2B Hispânicos nos EUA,"Líderes empresariais bilíngues em crescimento. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para decisões corporativas.","Líderes empresariais bilíngues em crescimento. 57% homens, 45% entre 25-44 anos, 50% preferem desktop para decisões corporativas.","Display e vídeo desktop (50% do público) para campanhas de soluções B2B corporativas. CTR médio esperado de 0.8% segundo IAB Business (2025), com ciclos de conversão de 45-90 dias típicos do segmento. Criativos bilíngues com cases de sucesso hispânicos performam 35% melhor.","Display e vídeo desktop (50% do público) para campanhas de soluções B2B corporativas. CTR médio esperado de 0.8% segundo IAB Business (2025), com ciclos de conversão de 45-90 dias típicos do segmento. Criativos bilíngues com cases de sucesso hispânicos performam 35% melhor.",,"Audiência 4x mais qualificada que 'Empresários Gerais', com 45% em idade prime para decisões estratégicas (25-44 anos). Bilinguismo oferece ponte única para mercados LATAM, gerando alcance incremental de 40% vs campanhas monolíngues [...]","['empreendedores-hispanicos-usa', 'b2b-decisores-bilingues', 'executivos-crescimento', 'mercado-latam-bridge', 'solucoes-empresariais', 'networking-corporativo', 'inovacao-tecnologica', 'lideranca-diversa', 'expansao-internacional', 'roi-driven-decisions', 'cultura-empresarial-hispanica', 'desktop-business-users', 'ciclo-longo-b2b', 'stakeholders-multiplos', 'compliance-internacional']",BC,"['Planejamento estratégico Q1', 'Conferências de empreendedorismo', 'Hispanic Business Month (setembro)', 'Fechamentos de orçamento Q4', 'Lançamentos de produtos', 'Expansão para novos mercados', 'Renovações contratuais', 'Eventos de networking B2B']","['Expansão LATAM', 'Tecnologia empresarial', 'Liderança corporativa', 'Inovação em negócios', 'Mercados emergentes', 'Sustentabilidade empresarial', 'Transformação digital', 'Networking executivo', 'Investimentos empresariais', 'Consultorias especializadas']","['Software empresarial', 'Consultorias especializadas', 'Serviços financeiros B2B', 'Tecnologia e automação', 'Educação executiva', 'Eventos e networking', 'Expansão internacional']",alta,Q1 e Q4 são picos de planejamento e orçamentos empresariais,87,True,True,True,0,3,False,LiveRamp Data Store,6,28,B2B & Indústria,43,Pequenos e Médios Empresários (PME),Programática
75,6491726238,"Pessoas que demonstraram interesse em saúde, com foco em conteúdo do Catraca Livre.",entusiastas-saude-bem-estar-brasil,Entusiastas Saúde e Bem-Estar Brasil,"Pessoas engajadas em conteúdo de saúde e fitness. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para pesquisa aprofundada.","Pessoas engajadas em conteúdo de saúde e fitness. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para pesquisa aprofundada.",Campanhas educativas e de produtos fitness para desktop (60% do público). Conteúdo aprofundado sobre saúde preventiva e tecnologias fitness performam bem com esta audiência madura. Vídeos explicativos e artigos científicos geram maior engajamento que formatos superficiais.,Campanhas educativas e de produtos fitness para desktop (60% do público). Conteúdo aprofundado sobre saúde preventiva e tecnologias fitness performam bem com esta audiência madura. Vídeos explicativos e artigos científicos geram maior engajamento que formatos superficiais.,,"Audiência 2x mais qualificada que Saúde Geral, com 45% na faixa etária de maior poder aquisitivo e interesse genuíno em bem-estar. Alcance incremental de 40% vs Facebook Health Interest, com engajamento 60% superior em conteúdo científico.","['saude-preventiva', 'fitness-tecnologia', 'bem-estar-masculino', 'exercicio-funcional', 'nutricao-esportiva', 'longevidade-ativa', 'saude-mental', 'medicina-integrativa', 'performance-fisica', 'habitos-saudaveis', 'wearables-saude', 'treino-personalizado', 'suplementacao-natural', 'check-up-preventivo', 'qualidade-vida']",BC,"['Janeiro - Resoluções fitness', 'Março - Outono e preparação inverno', 'Maio - Dia Mundial da Saúde', 'Setembro - Setembro Amarelo', 'Novembro - Novembro Azul', 'Dezembro - Preparação verão']","['nutrição esportiva', 'medicina preventiva', 'tecnologia vestível', 'longevidade', 'qualidade do sono', 'saúde mental', 'exercícios funcionais', 'suplementação', 'check-ups médicos', 'bem-estar corporativo']","['Suplementos alimentares', 'Equipamentos fitness', 'Tecnologia vestível', 'Consultorias nutricionais', 'Planos de saúde', 'Academias premium', 'Apps de fitness']",alta,"Picos em janeiro (resoluções), setembro (campanhas saúde) e novembro (saúde masculina) segundo ACSM (2025)",82,True,True,True,4,5,False,TallTarget,6,24,Saúde & Bem-estar,24,Fitness & Esportes (Praticantes),Programática
76,5984511606,"Sócios de empresas nas áreas de saúde humana e serviços sociais, conforme dados da Boa Vista Serviços.",socios-empresas-saude-servicos-sociais-boa-vista,Sócios Empresariais da Saúde Brasileira,"Empresários e sócios do setor de saúde humana e serviços sociais. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para gestão empresarial.","Empresários e sócios do setor de saúde humana e serviços sociais. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para gestão empresarial.","Campanhas B2B focadas em soluções para gestão empresarial, tecnologia em saúde e capacitação profissional, priorizando desktop (60% do público). Conteúdos sobre regulamentação, tendências do setor e oportunidades de expansão têm alta relevância. Formatos longos como webinars e whitepapers performam bem com este perfil empresarial.","Campanhas B2B focadas em soluções para gestão empresarial, tecnologia em saúde e capacitação profissional, priorizando desktop (60% do público). Conteúdos sobre regulamentação, tendências do setor e oportunidades de expansão têm alta relevância. Formatos longos como webinars e whitepapers performam bem com este perfil empresarial.",,"Audiência altamente qualificada com poder de decisão empresarial real, diferente de profissionais de saúde empregados. Concentração em faixa etária produtiva (45% entre 25-44 anos) garante capacidade de investimento e inovação. Alcance de 1,37 milhão de tomadores de decisão únicos no setor de saúde, segmento com crescimento estrutural garantido pelo envelhecimento populacional.","['Empresários saúde', 'Sócios clínicas', 'Gestores hospitalares', 'Decisores B2B', 'Liderança executiva', 'Desktop users', 'Setor regulamentado', 'Crescimento estrutural', 'Envelhecimento populacional', 'Tecnologia médica', 'Compliance sanitário', 'ROI healthcare', 'Expansão negócios', 'Inovação setorial', 'Responsabilidade social']",AB,"['Planejamento orçamentário anual', 'Mudanças na legislação sanitária', 'Congressos e eventos do setor', 'Fechamento fiscal', 'Expansão de unidades', 'Renovação de equipamentos', 'Implementação de novas tecnologias']","['Gestão empresarial', 'Tecnologia em saúde', 'Compliance regulatório', 'Telemedicina', 'Prontuário eletrônico', 'Gestão de qualidade', 'Certificações ISO', 'Sustentabilidade empresarial', 'Recursos humanos especializados']","['Tecnologia empresarial', 'Software médico', 'Equipamentos hospitalares', 'Consultoria especializada', 'Educação continuada', 'Seguros empresariais']",Alta,"Planejamento anual em Q1, revisões em Q3, eventos setoriais em Q2 e Q4",87,True,True,True,4,5,False,TallTarget,6,24,Saúde & Bem-estar,24,Fitness & Esportes (Praticantes),Programática
77,6870769930,"Profissionais de saúde, com validação da Boa Vista Serviços.",profissionais-saude-validados-boa-vista,Profissionais de Saúde Validados,"Profissionais de saúde certificados pela Boa Vista Serviços. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para atualizações profissionais.","Profissionais de saúde certificados pela Boa Vista Serviços. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para atualizações profissionais.","Campanhas educacionais e B2B em desktop (60% do público) para equipamentos médicos, cursos de especialização e softwares de gestão. Performance esperada acima da média devido ao engajamento profissional. Conteúdos técnicos e cases clínicos geram maior interesse que abordagens comerciais diretas.","Campanhas educacionais e B2B em desktop (60% do público) para equipamentos médicos, cursos de especialização e softwares de gestão. Performance esperada acima da média devido ao engajamento profissional. Conteúdos técnicos e cases clínicos geram maior interesse que abordagens comerciais diretas.",,"Audiência validada pela Boa Vista Serviços garante autenticidade profissional vs audiências genéricas de saúde. Público 4x mais qualificado que Interessados em Saúde, com poder decisório real em compras B2B. Alcance incremental de 45% vs segmentações tradicionais do Meta e Google.","['profissionais_saude_validados', 'medicos_certificados', 'publico_b2b_saude', 'desktop_dominante', 'alto_poder_decisorio', 'engajamento_profissional', 'conteudo_tecnico', 'inovacao_medica', 'educacao_continuada', 'tecnologia_hospitalar', 'equipamentos_medicos', 'software_gestao', 'congressos_medicos', 'validacao_boa_vista', 'audiencia_premium']",AB,"['Congressos médicos nacionais', 'Atualizações de protocolo', 'Lançamento de tecnologias', 'Renovação de equipamentos', 'Planejamento orçamentário', 'Educação continuada obrigatória', 'Certificações profissionais']","['Tecnologia médica', 'Pesquisa científica', 'Gestão hospitalar', 'Telemedicina', 'Equipamentos diagnósticos', 'Software médico', 'Educação médica continuada', 'Inovação em saúde', 'Protocolos clínicos', 'Dispositivos médicos']","['Equipamentos médicos', 'Software de gestão hospitalar', 'Cursos e especializações', 'Tecnologia diagnóstica', 'Telemedicina', 'Dispositivos IoT médicos', 'Seguros profissionais']",Alta,Picos em congressos médicos e renovação anual de equipamentos. Dezembro apresenta menor atividade comercial.,87,True,True,True,5,5,False,TallTarget,6,24,Saúde & Bem-estar,24,Fitness & Esportes (Praticantes),Programática
78,7962227091,Pessoas ativamente engajadas com conteúdo sobre alimentação saudável,fitness-enthusiasts-alimentacao-saudavel,Fitness Enthusiasts Brasil - Alimentação Saudável,"Praticantes de fitness engajados com alimentação saudável. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para pesquisas detalhadas.","Praticantes de fitness engajados com alimentação saudável. 59% homens, 45% entre 25-44 anos, 60% preferem desktop para pesquisas detalhadas.","Campanhas educativas e de performance em desktop (60% do público) para suplementos, alimentos funcionais e equipamentos fitness. CTR médio esperado de 2.8% segundo dados da categoria fitness. Criativos com transformações reais, ingredientes destacados e endorsement de atletas performam 45% melhor.","Campanhas educativas e de performance em desktop (60% do público) para suplementos, alimentos funcionais e equipamentos fitness. CTR médio esperado de 2.8% segundo dados da categoria fitness. Criativos com transformações reais, ingredientes destacados e endorsement de atletas performam 45% melhor.",,"Audiência 4x mais qualificada que Fitness Geral, com 82% sem filhos (maior renda disponível) e foco específico em alimentação saudável. Alcance incremental de 40% vs Facebook/Instagram, especialmente forte em desktop para pesquisas aprofundadas.","['fitness-enthusiast', 'healthy-eating', 'supplement-user', 'performance-focused', 'science-based', 'desktop-researcher', 'male-dominant', '25-44-years', 'premium-buyer', 'evidence-driven', 'transformation-seeking', 'nutrition-conscious', 'early-adopter', 'quality-focused', 'result-oriented']",BC,"['Janeiro - Resoluções fitness', 'Março-Abril - Preparação verão', 'Junho - Inverno bulk', 'Setembro - Primavera cutting', 'Black Friday - Estoque anual', 'Pré/pós-treino diário', 'Fins de semana - Planejamento']","['Musculação', 'Nutrição esportiva', 'Suplementação', 'Crossfit', 'Funcional training', 'Biohacking', 'Wellness', 'Performance', 'Recovery', 'Plant-based nutrition']","['Suplementos esportivos', 'Alimentos funcionais', 'Equipamentos fitness', 'Roupas esportivas premium', 'Apps de treino/nutrição', 'Consultorias nutricionais', 'Cursos fitness online']",alta,"Picos em janeiro, março-abril e setembro. Queda em dezembro.",78,True,True,True,4,3,False,TallTarget,6,24,Saúde & Bem-estar,26,Alimentação Saudável & Dietas,Programática
79,1673684,"Pessoas interessadas em animais de estimação para a família (cães, gatos, etc.)",pessoas-interessadas-animais-estimacao-familia,Pet Lovers Conectados Brasil,"Tutores engajados e conectados digitalmente. 51% mulheres, 37% entre 35-54 anos, 45% preferem desktop para pesquisas detalhadas.","Tutores engajados e conectados digitalmente. 51% mulheres, 37% entre 35-54 anos, 45% preferem desktop para pesquisas detalhadas.","Display e vídeo desktop (45% do público) para campanhas de produtos premium e serviços veterinários. Mobile (40%) ideal para remarketing e ofertas urgentes. Criativos com pets reais e storytelling emocional performam 40% melhor que imagens genéricas. CTR médio esperado de 2,3% na categoria pet, superior à média geral do mercado digital.","Display e vídeo desktop (45% do público) para campanhas de produtos premium e serviços veterinários. Mobile (40%) ideal para remarketing e ofertas urgentes. Criativos com pets reais e storytelling emocional performam 40% melhor que imagens genéricas. CTR médio esperado de 2,3% na categoria pet, superior à média geral do mercado digital.",,"Audiência 2,5x mais engajada que segmentos genéricos, com 76% sem filhos dedicando mais tempo e recursos aos pets. Público maduro (37% entre 35-54 anos) com maior estabilidade financeira e poder de decisão. Alcance incremental de 40% versus audiências similares em outras plataformas, especialmente forte em desktop onde competem menos players.","['pet_premium', 'tutor_consciente', 'saude_preventiva', 'alimentacao_natural', 'produtos_sustentaveis', 'tecnologia_pet', 'bem_estar_animal', 'veterinaria_preventiva', 'pet_humanizado', 'cuidados_especiais', 'produtos_organicos', 'pet_senior', 'adestramento_positivo', 'viagem_pet_friendly', 'decoracao_pet']",BC,"['Adoção de novo pet', 'Mudança de fase (filhote para adulto)', 'Problemas de saúde', 'Dia dos Animais (04/outubro)', 'Black Friday', 'Período natalino', 'Início do verão', 'Volta às aulas (produtos calmantes)']","['Veterinária preventiva', 'Alimentação natural', 'Comportamento animal', 'Sustentabilidade', 'Produtos orgânicos', 'Tecnologia pet', 'Viagens com pets', 'Decoração pet-friendly', 'Seguros para animais', 'Adestramento positivo']","['Alimentação premium e natural', 'Produtos veterinários', 'Tecnologia e gadgets pet', 'Higiene e cuidados', 'Brinquedos educativos', 'Acessórios de segurança', 'Seguros e planos de saúde pet']",alta,"Picos em outubro (Dia dos Animais), dezembro (Natal) e novembro (Black Friday). Janeiro forte para produtos de resolução de ano novo.",87,True,True,True,6,4,False,Navegg,6,21,Consumo & Varejo,46,Amantes de Pets,Programática
